#section	characterInfo									
//ResourceFileID (info)	ResourceTypeName	Size	Ride Type	ride	Die Bsr	Die Effect	DamageBone	DamagePos	BloodType	Dead Effect
//기획쪽에서 만든 캐릭터 ID	핸들문서(사운드)에 있는 캐릭터 ID			탈것에 대한 설정	죽을때 바뀔 BSR	죽을때 나올 효과	데미지가 나올 위치(본)	본으로부터의 포지션(위치)	피 타입	죽을 때 효과

//Character_China										
수귀 독가스	MSKILL_CH_WATERGHOST_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
수귀 노예 호리병 휘두르기	MSKILL_CH_WATERGHOST_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
수귀 노예 호리병 내리찍기	MSKILL_CH_WATERGHOST_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
석정귀 2연타	MSKILL_CH_STONEGHOST_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
부서진 석정귀 할퀴기	MSKILL_CH_STONEGHOST_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비석귀 정령타	MSKILL_CH_TOMBSTONE_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비석령 귀령타	MSKILL_CH_TOMBSTONE_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
여하 손	MSKILL_CH_YEOHA_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
여하 저주의 주문	MSKILL_CH_YEOHA_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
썩은 나무 여하 손	MSKILL_CH_YEOHA_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
썩은 나무 여하 손 2연타	MSKILL_CH_YEOHA_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비적궁수 활	MSKILL_CH_BANDITARCHER_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
비적사수 활	MSKILL_CH_BANDITARCHER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
비적사수 힘모아 쏘기	MSKILL_CH_BANDITARCHER_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
새끼 맹호 할퀴기	MSKILL_CH_TIGER_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
맹호 2연타	MSKILL_CH_TIGER_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
맹호 할퀴기	MSKILL_CH_TIGER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비적 졸개 칼	MSKILL_CH_BANDIT_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비적 졸개 칼 2연타	MSKILL_CH_BANDIT_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비적 칼	MSKILL_CH_BANDIT_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
비적 화 기공타	MSKILL_CH_BANDIT_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_4_fire_hit_a.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
백호 2연타	MSKILL_CH_WHITETIGER_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
백호 할퀴기	MSKILL_CH_WHITETIGER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
청호 2연타	MSKILL_CH_WHITETIGER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
청호 울부짖기	MSKILL_CH_WHITETIGER_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
호녀 2연타	MSKILL_CH_TIGERWOMAN_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
호녀 괴성	MSKILL_CH_TIGERWOMAN_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
호녀 주술	MSKILL_CH_TIGERWOMAN_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
착지 창	MSKILL_CH_CHAKJI_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
착지 창 2연타	MSKILL_CH_CHAKJI_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
일꾼 착지 창	MSKILL_CH_CHAKJI_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
일꾼 착지 창 찌르기	MSKILL_CH_CHAKJI_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
//Monster_WestChina																								
귀족충 몸퉁	MSKILL_WC_GHOSTBUG_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
마족충 몸퉁	MSKILL_WC_DEVILBUG_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
마족충 위액	MSKILL_WC_DEVILBUG_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흉노귀병 2연타	MSKILL_WC_HYUNGNO_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흉노귀병 찌르기	MSKILL_WC_HYUNGNO_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흉노귀령 찌르기	MSKILL_WC_HYUNGNO_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흉노귀령 내리치기	MSKILL_WC_HYUNGNO_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
귀생마 다리	MSKILL_WC_DEMONHORSE_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
귀소마 다리	MSKILL_WC_DEMONHORSE_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토아귀 식칼 2연타	MSKILL_WC_EARTHGHOST_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토귀 식칼 강공격	MSKILL_WC_EARTHGHOST_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
화약토아귀 폭탄(왼손)	MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
화약토아귀 폭탁(오른손)	MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
화약토귀 폭탄(왼손)	MSKILL_WC_GUNPOWDERGHOST_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
화약토귀 연막탄(오른손)	MSKILL_WC_GUNPOWDERGHOST_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토귀주술사 불공	MSKILL_WC_EARTHKING_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토귀주술사 화염	MSKILL_WC_EARTHKING_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토귀마인 불공	MSKILL_WC_EARTHKING_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
토귀마인 거대 파이어볼	MSKILL_WC_EARTHKING_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
형천 망치	MSKILL_WC_HYEONGCHEON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
형천 망치찍기	MSKILL_WC_HYEONGCHEON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
형천호위병 망치	MSKILL_WC_HYEONGCHEON_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
//Monster_Oasis																								
흑사갈 2연타	MSKILL_OA_SCORPION_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑사갈 타격	MSKILL_OA_SCORPION_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
사갈 2연타	MSKILL_OA_SCORPION_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
사갈 독침	MSKILL_OA_SCORPION_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
옹 타격	MSKILL_OA_ONG_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
혈옹 2연타	MSKILL_OA_ONG_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
혈사화 뿌리공격	MSKILL_OA_DESERTTRUNKZ_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
혈사화 독가스	MSKILL_OA_DESERTTRUNKZ_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
혈마화 뿌리공격	MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
혈마화 좀비가스	MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적여와 할퀴기	MSKILL_OA_YEOWA_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적여와 마기주입	MSKILL_OA_YEOWA_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑여와 할퀴기	MSKILL_OA_YEOWA_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑여와 꼬리때리기	MSKILL_OA_YEOWA_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑막도적 졸개 타격	MSKILL_OA_BLACKROBBER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑막도적 타격	MSKILL_OA_BLACKROBBER_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑막도적 대회전	MSKILL_OA_BLACKROBBER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑막궁수 활공격	MSKILL_OA_BLACKROBBERARCHER_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
흑막궁수 독화살	MSKILL_OA_BLACKROBBERARCHER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	monster\skill_blackrobberarcher_poisonshot.efp	none	none	Roll	0
흑막사수 활공격	MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
흑막사수 2연시	MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_bow.efp	120	0,0,0,0	ONE	none	none	skill\china\mirage_bow_normal.efp	none	none	none	Roll	0
우르치 모래바람	MSKILL_OA_URUCHI_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
우르치 괴성	MSKILL_OA_URUCHI_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
우르치 반월참	MSKILL_OA_URUCHI_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	monster\skill_uruchi_swordforce_hit.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적안마 타격	MSKILL_OA_REDEYEGHOST_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적안마 화염	MSKILL_OA_REDEYEGHOST_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
괴안마 타격	MSKILL_OA_REDEYEGHOST_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
괴안마 독분사	MSKILL_OA_REDEYEGHOST_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
소 적사갈 2연타	MSKILL_OA_REDSCORPION_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
소 적사갈 타격	MSKILL_OA_REDSCORPION_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적사갈 2연타	MSKILL_OA_REDSCORPION_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
적사갈 독침	MSKILL_OA_REDSCORPION_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
//Monster_Khotan																								
흑옹 타격	MSKILL_KT_ONG_CLON2_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
흑옹 2연타	MSKILL_KT_ONG_CLON2_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
귀생화 뿌리공격	MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
귀생화 좀비가스	MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
소분왕 2연타	MSKILL_KT_BUNWANG_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
분왕 2연타	MSKILL_KT_BUNWANG_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
분왕 단타	MSKILL_KT_BUNWANG_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
금사주 단타	MSKILL_KT_WHITESPIDER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
독사주 독쏘기	MSKILL_KT_WHITESPIDER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
//태산괴 범위	MSKILL_KT_BIGSPIDER_SINGLE	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
무지기 정권찌르기	MSKILL_KT_MUJIGI_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
무지기 손모아 내리치기	MSKILL_KT_MUJIGI_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
우지기 정권찌르기	MSKILL_KT_MUJIGI_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
우지기 지면울리기	MSKILL_KT_MUJIGI_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
//Monster_Karakoram																								
이샤드 얼음기둥 공격	MSKILL_KK_ISHADE_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
이샤드 아이스 멀티샷	MSKILL_KK_ISHADE_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
하샤드 얼음기둥 공격	MSKILL_KK_ISHADE_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
하샤드 주변 얼리기	MSKILL_KK_ISHADE_CLON_ATTACK03	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK3	none	none	none	none	hiteffect\hit_3_normal.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
청면주 다리 들어 치기	MSKILL_KK_SPIDER_CLON_ATTACK01	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK1	none	none	none	none	hiteffect\hit_3_hand.efp	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
백면주 냉기 발사	MSKILL_KK_SPIDER_ATTACK02	0	FALSE	0	DEFAULT	none	none	ANI_ATTACK2	none	none	none	none	none	0	0,0,0,0	INVSRCALPHA	none	none	none	none	none	none	Yaw	0
